,text
952,"Hey Mountain View, if you heard what sounded like an air raid early early Wednesday morning, that was the sound of a malfunctioning horn on southbound freight train. Caltrain officials say they apologize for the disturbance, but that the agency can't say much more about what happened: The potential culprits (two freight trains) are owned and operated by Union Pacific, and were using the Caltrain tracks between 1:42 a.m. and 2:29 a.m. Union Pacific spokesman Tim McMahan said he couldn't find anything in the company's incident database, meaning no one called them to report a problem like a blocked crossing. He thinks it was a mechanical issue that was fixed on the spot and was never reported out. It was the first time he heard of the problem, and he thinks everyone ended up calling Caltrain with questions and complaints. (You can report problems directly to Union Pacific at 1-888-877-7267.)"
953,https://pamplinmedia.com/but/239-news/449485-365957-division-transit-project-kicks-off-with-874-million-federal-check
954,New investment streaming into Mount Auburn could bring jobs and housing — but it presents downsides for some long-time residents.
955,Our own Luke Johnson is in Miami for the Super Bowl. So are Sean Payton and Cam Jordan. OF COURSE everyone is asking about this guy. 👇
956,Get it while it's hot!
957,"Massachusetts is home to more than 25,000 Chinese nationals attending school."
958,"This weekend is WAY too big & busy to be just a bean-dip-fueled football party - although it IS that, too! Enjoy the full range of amazing Things to Do in Portland this weekend!"
959,"Kurtis Lawson struck another adult with a sword after a verbal escalation turned physical, deputies said."
960,"Xpress' managing editor Virginia Daffron on WPVM 103.7 Community radio featuring the arts & culture of Asheville., talking about what to expect at our upcoming Asheville City Council Primary Forum on Wednesday, Feb. 5."
961,"Will this one-night-stand sputter into nothingness, or end in love?"
962,"An Easy Reader reporter's brief encounter with Kobe Bryant 14 years ago taught him something about lazy misperceptions, basketball, and love."
963,"With Immigration And Customs Enforcement (ICE) not complying with a court order to return an asylum seeker, his supporters sent a petition to Senator Dianne Feinstein"
964,"His hometown inspired his philanthropy, from organizing a toy drive to packing lunches to give to St. Louisans in need."
965,"In 2019, New Times began a column to probe the margins of Arizona food culture in an attempt to illuminate the cuisine emerging from the great Sonoran Desert. Excerpted here, it helped define what we came to call New Arizonan cuisine."
966,"Looking for a good place to watch the big game on Sunday? Lots of options, including Rep's Place in Rolling Meadows, home to Jimmy Garoppolo's early football-playing years at Rolling Meadows High School. 💛💜💛💜"
967,"The husband of a woman who contracted the virus after returning from Wuhan is now sick, health officials say. Both patients, in their 60s, are hospitalized."
968,"The husband of a woman who contracted the virus after returning from Wuhan is now sick, health officials say. Both patients, in their 60s, are hospitalized."
969,"The reward for information related to tech entrepreneur Tushar Atre’s kidnapping and death has been raised to $200,000."
970,Prep Roundup: The La Conner High School boys' basketball team dropped a Northwest 2B/1B League game Wednesday night to Orcas Island.
971,"In 2020, The Spokesman-Review will hire two reporters to cover government, one in Olympia and the other in Washington, D.C., thanks to generous support from Report for America. The deadline to apply is tomorrow, Friday, Jan. 31. For details and to fill out an application, go here: https://www.reportforamerica.org/application/"
972,Work has been scheduled for the weekend to avoid peak commuter traffic volumes.
973,"RESTAURANT REVIEW: If you’re new to Wonton Noodle House in Edmonds, you should know that this is not a place for American-style Chinese food. Instead, it serves up classic Chinese cooking, with an extensive menu and generous portions."
974,What's your favorite Girl Scout cookie?
975,Do you picked up all your watch party essentials?
976,"For two concerts next week in New London — one at Colby-Sawyer College, one at Flying Goose Brew Pub and Grille — the collaborators will perform songs from the resulting album, titled Reckon by the Light, that Pirozzoli recorded with Porter as producer in 2019."
977,"No one knew Kobe Bryant’s body and soul, his heart and mind, his methods and motivations better than Manhattan Beach resident and longtime Laker trainer Gary Vitti, who worked with Kobe from the time he arrived as a 17-year-old. “I’m probably the only person on the planet who saw every single game that he played as a Laker,” a heart-broken Vitti told the Easy Reader Wednesday morning as he took a break from an endless round of interviews with national and global media outlets. “The joke between us when we both retired in 2016 was that I watched him grow up and he watched me grow old.”"
978,"Not sure how hiring an unlicensed security firm demonstrates Swedish's commitment to ""protect our caregivers and community,"" but there you have it."
979,"""Oregon City has some deep roots of racial injustices, but maybe talking about Elyejah's life and death will trigger some conversations that need to come out of the shadows."""
980,Read here for details on church events and services.
981,"Like Jack White's Third Man Records motto says, ""Your turntable's not dead."""
982,How freaky you feelin' this Valentine's Day?
983,"The 9,093-square-foot Tudor-style comes with a 6 fireplaces, a library, a massive dining room, another dining room, a sitting parlor, a detached guest house, a double-lane lap pool, a pool house, a bocce ball court, a putting green, and 700 feet of shoreline."
984,"Rolling road closures will include portions of 18th Avenue, westbound lanes of the H-1 freeway and Punchbowl, South King and South Beretania streets. #HItraffic"
985,LSU broke seemingly every record on its path of destruction to win the programs's first national championship in more than a decade. So why should the NFL draft be any different?
986,"A proposal to create a destination park on Miller Peninsula is back on the planning table. Staff with the Washington State Parks system are moving forward with a master plan to develop a state park on more than 2,800 acres on the peninsula between #Sequim and the Clallam/Jefferson county boundary. #ClallamCounty #JeffersonCounty #NorthOlympicPeninsula #OlympicPeninsula #MillerPeninsula"
987,"In these polarizing political times, teaching high school civics might be one of the toughest jobs. Mark Miller makes it look easy – stimulating and constructive, too, even when the subject turns to impeachment or abortion. In his U.S. government and politics class at Shadle Park High School, there are no angry fists – only raised arms seeking understanding in an age of informational overload and seemingly hidden agendas behind every headline."
988,REVIEW: The brunch and the atmosphere at Alamo Club in Lowest Greenville will make you feel like a welcomed member of the neighborhood.
989,"Southwest and its relationship with the FAA has been scrutinized for more than a year, including questions into approval for flights between California and Hawaii and investigations into Southwest’s baggage loading procedures."
990,You know that *really good* Picard series we were talking about last week? Well now you can watch the first episode without having to sign up for CBS All Access first!
991,"The Trump administration is calling it the ""Healthy Adult Opportunity,"" but health care advocates contend the new plan to revamp Medicaid is the same old story."
992,"The café will pop-up inside Savor, providing baking and pastry arts students with hands-on experience before graduation."
993,"The man caught the virus from his wife, authorities said."
994,"Six digital platforms • one monthly price! Call (804) 262-1700, ext. 1 or email citizen@henricocitizen.com for details."
995,"Photos: Last night, artists threw down at Your Mom's House."
996,"Raheem Mostert left his home state of Florida a decade ago, determined to put his tortured family life behind him. Now he's back, this time to play in the Super Bowl."
997,"“There aren’t enough words to describe our pain right now,” Vanessa Bryant wrote. “I take comfort in knowing that Kobe and Gigi both knew that they were so deeply loved."""
998,"His argument left even some of Trump’s top allies backing away from the criminal attorney’s claim, though Dershowitz was testifying on Trump’s behalf at the Senate trial."
999,"Raheem Mostert left his home state of Florida a decade ago, determined to put his tortured family life behind him. Now he's back, this time to play in the Super Bowl."
